Product_ID,Product_Category,User_Gender,return_probability
PROD00000199,Home,Male,0.49515737832673046
PROD00000200,Clothing,Female,0.5501794413873101
PROD00000201,Electronics,Male,0.5056200087806498
PROD00000202,Electronics,Female,0.5328142265575087
PROD00000203,Clothing,Male,0.5519859963033252
PROD00000204,Clothing,Male,0.5564747646554563
PROD00000205,Home,Male,0.43584276390324406
PROD00000206,Toys,Male,0.46000773517972166
PROD00000207,Home,Male,0.5442639240124839
PROD00000208,Electronics,Male,0.5130342035974279
PROD00000209,Electronics,Female,0.46964121504027867
PROD00000210,Clothing,Female,0.4808457357766588
PROD00000211,Books,Female,0.5215795515912804
PROD00000212,Toys,Male,0.49645422667819006
PROD00000213,Electronics,Female,0.5313793303774987
PROD00000214,Books,Female,0.46777530325909206
PROD00000215,Toys,Female,0.5343475427824126
PROD00000216,Toys,Male,0.33682266476766165
PROD00000217,Toys,Female,0.5381976150500762
PROD00000218,Clothing,Female,0.5141515075775109
PROD00000219,Clothing,Male,0.5779743883318043
PROD00000220,Clothing,Male,0.5468225847058708
PROD00000221,Toys,Male,0.4375959184969661
PROD00000222,Home,Female,0.4814258892140055
PROD00000223,Clothing,Male,0.548627665385624
PROD00000224,Home,Male,0.5258457748034848
PROD00000225,Books,Male,0.5428017814013149
PROD00000226,Books,Male,0.5342860674762429
PROD00000227,Books,Male,0.4895551860751197
PROD00000228,Books,Male,0.46329107060629415
PROD00000229,Home,Male,0.5205864238716507
PROD00000230,Home,Female,0.4767477026545211
PROD00000231,Toys,Male,0.43658519085458425
PROD00000232,Home,Male,0.5117392873798933
PROD00000233,Books,Male,0.43925995328960404
PROD00000234,Toys,Male,0.4907961759524303
PROD00000235,Home,Female,0.5055696038728686
PROD00000236,Home,Male,0.4140639748499342
PROD00000237,Home,Female,0.5501641549972025
PROD00000238,Toys,Male,0.4970631190698879
PROD00000239,Clothing,Male,0.5296154862845706
PROD00000240,Toys,Male,0.5004108032102168
PROD00000241,Clothing,Male,0.5673021536607581
PROD00000242,Clothing,Female,0.5343226945271657
PROD00000243,Clothing,Male,0.5563235736569679
PROD00000244,Toys,Female,0.5502409872121908
PROD00000245,Electronics,Female,0.5282489295125753
PROD00000246,Clothing,Female,0.5078081018520708
PROD00000247,Toys,Male,0.5142314602211437
PROD00000248,Books,Female,0.5138604822029713
PROD00000249,Home,Female,0.4986691079376784
PROD00000250,Toys,Female,0.4890517576624724
PROD00000251,Electronics,Male,0.5108681092913661
PROD00000252,Home,Female,0.4020544629049215
PROD00000253,Home,Female,0.36418935712191736
PROD00000254,Toys,Male,0.4257569218877237
PROD00000255,Books,Female,0.5368836921430337
PROD00000256,Clothing,Female,0.5583191454887095
PROD00000257,Toys,Male,0.4890382349592825
PROD00000258,Books,Male,0.44429337204544267
PROD00000259,Electronics,Female,0.4395113659013916
PROD00000260,Home,Male,0.5442047758343566
PROD00000261,Clothing,Male,0.5172778838693911
PROD00000262,Clothing,Male,0.5135734677138525
PROD00000263,Books,Male,0.462823675207435
PROD00000264,Books,Female,0.5423292377639153
PROD00000265,Toys,Male,0.49576517555555427
PROD00000266,Toys,Female,0.5621285231029819
PROD00000267,Books,Female,0.537468241406984
PROD00000268,Electronics,Male,0.45672745766166034
PROD00000269,Clothing,Male,0.5218965917786369
PROD00000270,Clothing,Male,0.5848659844474025
PROD00000271,Clothing,Female,0.5858630467758043
PROD00000272,Books,Female,0.6123735000518045
PROD00000273,Books,Female,0.5194941021132543
PROD00000274,Electronics,Male,0.5779035540861376
PROD00000275,Home,Male,0.5263297579231601
PROD00000276,Home,Female,0.5592292814177384
PROD00000277,Books,Male,0.49526213586909
PROD00000278,Books,Male,0.532025206439275
PROD00000279,Home,Female,0.5027109463426173
PROD00000280,Books,Female,0.5170968659437963
PROD00000281,Clothing,Female,0.43977892586645434
PROD00000282,Home,Male,0.571290536681682
PROD00000283,Electronics,Male,0.6245452195294432
PROD00000284,Clothing,Male,0.5604899018369026
PROD00000285,Clothing,Male,0.5239397976248844
PROD00000286,Electronics,Female,0.4631156390864391
PROD00000287,Toys,Male,0.45449906506370225
PROD00000288,Books,Female,0.49451640303739786
PROD00000289,Home,Male,0.46114451096524184
PROD00000290,Home,Female,0.5277848255969836
PROD00000291,Clothing,Male,0.5749318853167864
PROD00000292,Books,Male,0.5105255024121628
PROD00000293,Electronics,Female,0.5446541731890198
PROD00000294,Electronics,Male,0.47941462020933956
PROD00000295,Clothing,Male,0.5067720306373934
PROD00000296,Home,Female,0.44414155176396924
PROD00000297,Electronics,Female,0.552603498748271
PROD00000298,Toys,Male,0.5203509709133084
PROD00000299,Toys,Male,0.5115862234129015
PROD00000300,Clothing,Female,0.469414669491516
PROD00000301,Home,Male,0.4916014550376932
PROD00000302,Clothing,Female,0.6288963718478899
PROD00000303,Home,Male,0.5006320617614033
PROD00000304,Clothing,Female,0.5544463492420768
PROD00000305,Home,Male,0.47287798843595025
PROD00000306,Electronics,Male,0.5126529663843546
PROD00000307,Books,Female,0.5220438751449709
PROD00000308,Clothing,Female,0.3840059248290882
PROD00000309,Toys,Male,0.41552031087544966
PROD00000310,Clothing,Male,0.5704691408065133
PROD00000311,Home,Female,0.44943821031091136
PROD00000312,Home,Male,0.4935367055659513
PROD00000313,Clothing,Female,0.48419040628264043
PROD00000314,Electronics,Female,0.5592078020727259
PROD00000315,Clothing,Female,0.5242651737480257
PROD00000316,Toys,Female,0.4620121806202501
PROD00000317,Clothing,Male,0.5187301354959647
PROD00000318,Electronics,Female,0.5302164453312369
PROD00000319,Books,Female,0.5161443695651701
PROD00000320,Books,Male,0.5009012091208356
PROD00000321,Home,Female,0.417398501999875
PROD00000322,Clothing,Female,0.5051508880757635
PROD00000323,Books,Female,0.5316180038414271
PROD00000324,Books,Male,0.4312586306665817
PROD00000325,Home,Male,0.5222409334814573
PROD00000326,Books,Female,0.5116839240933891
PROD00000327,Home,Female,0.44793162378881324
PROD00000328,Toys,Male,0.5289999936720658
PROD00000329,Home,Female,0.5025794447810705
PROD00000330,Electronics,Female,0.5778726092795116
PROD00000331,Home,Female,0.48573228961527837
PROD00000332,Home,Male,0.43695880450956875
PROD00000333,Books,Female,0.45047862992058474
PROD00000334,Home,Female,0.44117483163280785
PROD00000335,Clothing,Male,0.5283418936868687
PROD00000336,Books,Male,0.4181933606699932
PROD00000337,Toys,Male,0.48086602584824945
PROD00000338,Toys,Female,0.4539231015506476
PROD00000339,Electronics,Male,0.6192908655966849
PROD00000340,Home,Female,0.4205178446477821
PROD00000341,Books,Male,0.3902207116055665
PROD00000342,Clothing,Female,0.44810362429429546
PROD00000343,Electronics,Female,0.5151089337800662
PROD00000344,Electronics,Female,0.5252003514961706
PROD00000345,Toys,Female,0.4995074942881704
PROD00000346,Toys,Male,0.5048763352814613
PROD00000347,Books,Male,0.4826875707730642
PROD00000348,Clothing,Female,0.5469589858542813
PROD00000349,Home,Female,0.534823663200029
PROD00000350,Clothing,Female,0.48782256224647585
PROD00000351,Books,Female,0.5532866958146939
PROD00000352,Electronics,Female,0.4452911868147795
PROD00000353,Home,Female,0.5271631324526561
PROD00000354,Toys,Male,0.49718987179088536
PROD00000355,Books,Female,0.50849480017465
PROD00000356,Home,Female,0.511026931480369
PROD00000357,Electronics,Female,0.5816744974725673
PROD00000358,Books,Female,0.4911203102932515
PROD00000359,Home,Male,0.5257229714382097
PROD00000360,Clothing,Male,0.44738859182837937
PROD00000361,Home,Male,0.4515002064128513
PROD00000362,Toys,Female,0.49739398251757216
PROD00000363,Home,Female,0.4819241911261253
PROD00000364,Clothing,Male,0.49686137118875534
PROD00000365,Electronics,Female,0.5454785056722573
PROD00000366,Toys,Male,0.5744135907653485
PROD00000367,Toys,Male,0.4276195335325539
PROD00000368,Home,Female,0.41915715048102137
PROD00000369,Toys,Female,0.4964228539105246
PROD00000370,Electronics,Female,0.4825329662355651
PROD00000371,Books,Female,0.5339964917762328
PROD00000372,Home,Female,0.5253617080371317
PROD00000373,Electronics,Female,0.5140451847418708
PROD00000374,Books,Male,0.565244322681947
PROD00000375,Clothing,Male,0.4509786688719277
PROD00000376,Clothing,Female,0.5809521717904408
PROD00000377,Electronics,Male,0.503274714516312
PROD00000378,Electronics,Male,0.5205802305644284
PROD00000379,Electronics,Male,0.5582697890767735
PROD00000380,Books,Female,0.5160839705989486
PROD00000381,Toys,Male,0.5559585295169986
PROD00000382,Toys,Female,0.4399963252329863
PROD00000383,Home,Male,0.4185832531190001
PROD00000384,Books,Female,0.5579502173387074
PROD00000385,Books,Male,0.4053112690886368
PROD00000386,Books,Female,0.5199925397931863
PROD00000387,Books,Male,0.4652269538671569
PROD00000388,Home,Female,0.5445574229414327
PROD00000389,Toys,Female,0.5075197988318779
PROD00000390,Toys,Female,0.41842684575026196
PROD00000391,Electronics,Male,0.49381115926912006
PROD00000392,Books,Female,0.40494418074178307
PROD00000393,Clothing,Female,0.5008000748228622
PROD00000394,Electronics,Female,0.5566695536523624
PROD00000395,Books,Male,0.5011921990429152
PROD00000396,Books,Female,0.4177880952792604
PROD00000397,Electronics,Female,0.4715892455945586
PROD00000398,Electronics,Male,0.6000615688470797
PROD00000399,Home,Female,0.5475968601344928
PROD00000400,Books,Male,0.5585774979983553
PROD00000401,Toys,Male,0.5299404293603096
PROD00000402,Books,Female,0.5633857046692448
PROD00000403,Books,Female,0.4322255855977004
PROD00000404,Books,Male,0.5358588292750078
PROD00000405,Clothing,Male,0.5010981908374321
PROD00000406,Toys,Female,0.49444878127951586
PROD00000407,Clothing,Male,0.6137893397446026
PROD00000408,Clothing,Male,0.46535131153759146
PROD00000409,Toys,Male,0.49070349595526574
PROD00000410,Clothing,Male,0.536862270359885
PROD00000411,Clothing,Female,0.565527081486776
PROD00000412,Home,Female,0.47329141956039644
PROD00000413,Toys,Female,0.496006427107842
PROD00000414,Books,Male,0.43588242283794687
PROD00000415,Electronics,Male,0.4374155899703882
PROD00000416,Books,Female,0.5148432898082879
PROD00000417,Toys,Female,0.4438999675132317
PROD00000418,Home,Male,0.5246815713573121
PROD00000419,Books,Female,0.5385253497509194
PROD00000420,Toys,Female,0.5243781097130017
PROD00000421,Home,Male,0.43827627049358203
PROD00000422,Books,Female,0.5122973865047638
PROD00000423,Clothing,Male,0.4644808147378488
PROD00000424,Electronics,Male,0.4663144203486685
PROD00000425,Home,Male,0.42063139206174355
PROD00000426,Clothing,Female,0.528331664403602
PROD00000427,Electronics,Male,0.4781124613743888
PROD00000428,Clothing,Male,0.46681772629650775
PROD00000429,Toys,Female,0.4242726858227953
PROD00000430,Electronics,Male,0.5206044222410592
PROD00000431,Toys,Female,0.4925041887872626
PROD00000432,Clothing,Male,0.5426171788559492
PROD00000433,Home,Male,0.4985041327700125
PROD00000434,Electronics,Female,0.6374356374549885
PROD00000435,Electronics,Male,0.5583278116519219
PROD00000436,Home,Male,0.5507970187560719
PROD00000437,Clothing,Female,0.511288057470789
PROD00000438,Clothing,Male,0.5543890484176882
PROD00000439,Toys,Female,0.5012469672402993
PROD00000440,Electronics,Male,0.5545388648833245
PROD00000441,Clothing,Female,0.5177367338818037
PROD00000442,Books,Female,0.4288281974619861
PROD00000443,Toys,Male,0.43162779201517903
PROD00000444,Toys,Male,0.5233956820101174
PROD00000445,Books,Female,0.5069680324563108
PROD00000446,Electronics,Male,0.5244426655504612
PROD00000447,Electronics,Male,0.5013270844876703
PROD00000448,Electronics,Female,0.5082259133351897
PROD00000449,Home,Male,0.5073289683077751
PROD00000450,Books,Male,0.45347580176536073
PROD00000451,Home,Male,0.4841091856891794
PROD00000452,Toys,Female,0.4788639685941683
PROD00000453,Books,Male,0.4194030657238202
PROD00000454,Home,Male,0.4838495319444865
PROD00000455,Home,Male,0.41971335374682495
PROD00000456,Books,Female,0.507921224283846
PROD00000457,Electronics,Male,0.5712128852296146
PROD00000458,Home,Female,0.5266886846606172
PROD00000459,Toys,Male,0.5487349928863899
PROD00000460,Home,Male,0.4902232982217595
PROD00000461,Toys,Female,0.46957182577230544
PROD00000462,Electronics,Female,0.5507254814117098
PROD00000463,Clothing,Male,0.44770620270621686
PROD00000464,Home,Female,0.489248368164475
PROD00000465,Electronics,Female,0.5134407880478196
PROD00000466,Toys,Male,0.5514981722687804
PROD00000467,Toys,Female,0.46065336169226917
PROD00000468,Clothing,Male,0.519987665431691
PROD00000469,Electronics,Female,0.49975804885183156
PROD00000470,Toys,Male,0.45529699598780415
PROD00000471,Clothing,Male,0.45737938687855
PROD00000472,Electronics,Female,0.560837642640035
PROD00000473,Home,Male,0.5283699724453964
PROD00000474,Books,Female,0.445997985646071
PROD00000475,Clothing,Female,0.5004265811798664
PROD00000476,Clothing,Female,0.5167620397901777
PROD00000477,Books,Female,0.5281724798728684
PROD00000478,Books,Female,0.560187457912215
PROD00000479,Clothing,Female,0.47132071901550276
PROD00000480,Clothing,Male,0.5540500503897489
PROD00000481,Home,Female,0.44474796418806467
PROD00000482,Books,Female,0.4378391496331342
PROD00000483,Home,Male,0.49175097222227576
PROD00000484,Toys,Male,0.4639919774056503
PROD00000485,Books,Male,0.5332161720786782
PROD00000486,Toys,Male,0.4414721883441541
PROD00000487,Books,Male,0.5148281185803053
PROD00000488,Books,Female,0.5371678128222901
PROD00000489,Home,Male,0.43040275199680994
PROD00000490,Clothing,Male,0.4641102486703206
PROD00000491,Electronics,Female,0.47415197620980204
PROD00000492,Books,Male,0.48140434373814883
PROD00000493,Books,Female,0.4850874388925466
PROD00000494,Books,Male,0.4905876323481231
PROD00000495,Home,Male,0.4942424400150097
PROD00000496,Home,Male,0.45259778378506027
PROD00000497,Books,Female,0.567466275598724
PROD00000498,Toys,Male,0.493481872254511
PROD00000499,Clothing,Female,0.453150395753937
PROD00000500,Electronics,Female,0.4939859365896744
PROD00000501,Electronics,Female,0.5014021213902368
PROD00000502,Books,Male,0.5312746600452949
PROD00000503,Toys,Female,0.4755836327017027
PROD00000504,Books,Female,0.4544224864482669
PROD00000505,Home,Male,0.4918173713943366
PROD00000506,Clothing,Male,0.5132618453029516
PROD00000507,Books,Male,0.5008722817533947
PROD00000508,Home,Female,0.4412832927006043
PROD00000509,Books,Male,0.4854325624133179
PROD00000510,Home,Female,0.5293215231670721
PROD00000511,Electronics,Female,0.4898683832169907
PROD00000512,Home,Male,0.5299455800581006
PROD00000513,Home,Male,0.4152298363968823
PROD00000514,Books,Female,0.5256082316543812
PROD00000515,Electronics,Female,0.5029557704736886
PROD00000516,Clothing,Male,0.6109955335407147
PROD00000517,Books,Male,0.5140258314504506
PROD00000518,Clothing,Female,0.36751670775330114
PROD00000519,Toys,Female,0.5733401732637526
PROD00000520,Toys,Female,0.4933155685897287
PROD00000521,Toys,Female,0.45942881678274466
PROD00000522,Books,Male,0.5407281999259647
PROD00000523,Clothing,Male,0.5116319995254013
PROD00000524,Clothing,Female,0.46851017136136697
PROD00000525,Clothing,Female,0.4215595008616487
PROD00000526,Books,Female,0.4426860173402019
PROD00000527,Books,Male,0.4801180320867493
PROD00000528,Toys,Female,0.4615718633486498
PROD00000529,Clothing,Male,0.4460058334296497
PROD00000530,Books,Male,0.4697108817146337
PROD00000531,Electronics,Female,0.4656384102735833
PROD00000532,Books,Male,0.5441416796913389
PROD00000533,Home,Female,0.3629361765356341
PROD00000534,Clothing,Male,0.524803730367726
PROD00000535,Electronics,Male,0.5238493160923231
PROD00000536,Clothing,Male,0.5255017430698871
PROD00000537,Toys,Male,0.5402525879665246
PROD00000538,Toys,Female,0.50907283530611
PROD00000539,Books,Female,0.5021169278607595
PROD00000540,Books,Male,0.497435350916226
PROD00000541,Books,Male,0.519967974082932
PROD00000542,Books,Male,0.44548598751208957
PROD00000543,Books,Female,0.5150312674728649
PROD00000544,Books,Male,0.5226525162280444
PROD00000545,Electronics,Female,0.44269432296561934
PROD00000546,Clothing,Female,0.46610700246985803
PROD00000547,Books,Male,0.43162490042515633
PROD00000548,Electronics,Female,0.4819840470393481
PROD00000549,Electronics,Male,0.5146724089831052
PROD00000550,Clothing,Female,0.5214185938878195
PROD00000551,Electronics,Female,0.5547182011862394
PROD00000552,Toys,Male,0.46407267145937786
PROD00000553,Toys,Female,0.42541146093726534
PROD00000554,Books,Female,0.635111833288074
PROD00000555,Books,Female,0.5413672605837261
PROD00000556,Electronics,Male,0.6021947546875167
PROD00000557,Clothing,Male,0.5397095142146217
PROD00000558,Books,Female,0.4303663246731563
PROD00000559,Toys,Female,0.5018329960024086
PROD00000560,Books,Female,0.498465113374193
PROD00000561,Toys,Female,0.5606224054910908
PROD00000562,Electronics,Male,0.5436689306622782
PROD00000563,Toys,Female,0.48036660734392306
PROD00000564,Toys,Female,0.4677623231754569
PROD00000565,Clothing,Female,0.5443248690774731
PROD00000566,Home,Female,0.4225092381070561
PROD00000567,Toys,Male,0.4072768096943342
PROD00000568,Books,Female,0.5195406014402999
PROD00000569,Toys,Male,0.489127985273997
PROD00000570,Books,Male,0.47130911068232395
PROD00000571,Home,Male,0.4395383163798059
PROD00000572,Books,Female,0.5181167385833585
PROD00000573,Home,Female,0.4181637772641798
PROD00000574,Books,Female,0.4958483380446157
PROD00000575,Clothing,Female,0.5786998155393568
PROD00000576,Home,Female,0.5254144598537297
PROD00000577,Electronics,Female,0.5700105097323138
PROD00000578,Electronics,Male,0.5426337544213953
PROD00000579,Books,Male,0.5145549820191381
PROD00000580,Books,Male,0.5869494575964239
PROD00000581,Toys,Female,0.48599064977148115
PROD00000582,Clothing,Male,0.5107717441873206
PROD00000583,Toys,Male,0.5341301370015086
PROD00000584,Books,Male,0.4687914296469627
PROD00000585,Electronics,Male,0.3832500159721249
PROD00000586,Home,Male,0.4709800780530202
PROD00000587,Electronics,Female,0.46893139167147113
PROD00000588,Clothing,Female,0.5650817763337996
PROD00000589,Clothing,Male,0.5271516988104914
PROD00000590,Toys,Male,0.5401458906677923
PROD00000591,Home,Female,0.43419695103803846
PROD00000592,Home,Female,0.5101660515365972
PROD00000593,Home,Male,0.4646047644484526
PROD00000594,Toys,Female,0.4468700637311036
PROD00000595,Clothing,Female,0.6215015647330954
PROD00000596,Books,Female,0.531578141421924
PROD00000597,Home,Male,0.5424779159767463
PROD00000598,Toys,Male,0.5043232768216389
PROD00000599,Clothing,Female,0.5769109522878859
PROD00000600,Clothing,Male,0.4550616744207113
PROD00000601,Toys,Male,0.5449939349960975
PROD00000602,Clothing,Male,0.5176372804524305
PROD00000603,Clothing,Female,0.5595796648801424
PROD00000604,Books,Female,0.5432082107754146
PROD00000605,Home,Male,0.47056684080053807
PROD00000606,Toys,Female,0.4042887687582848
PROD00000607,Books,Male,0.5692270824911129
PROD00000608,Clothing,Female,0.48434561205384713
PROD00000609,Clothing,Female,0.5098412127015521
